Date,Replicate,PlateID,RepID,Treatment,Host,Day,Status,Babies,BabiesAlt,Male,Censored
28-Sep,3,381,Control_JU2132_3,Control,JU2132,7,E,NA,NA,0,0
22-Sep,1,382,Control_JU1762_1,Control,JU1762,1,E,NA,NA,0,0
24-Sep,1,382,Control_JU1762_1,Control,JU1762,3,B,NA,NA,0,0
22-Sep,2,383,Control_ERTN2_2,Control,N2,1,E,NA,NA,0,0
24-Sep,2,383,Control_ERTN2_2,Control,N2,3,B,NA,NA,0,0
26-Sep,3,384,Exposed_ERTN2_3,Exposed,N2,5,A,NA,NA,0,0
22-Sep,3,384,Exposed_ERTN2_3,Exposed,N2,1,A,NA,NA,0,0
23-Sep,3,384,Exposed_ERTN2_3,Exposed,N2,2,A,NA,NA,0,0
24-Sep,3,384,Exposed_ERTN2_3,Exposed,N2,3,A,NA,NA,0,0
25-Sep,3,384,Exposed_ERTN2_3,Exposed,N2,4,E,NA,NA,0,0
22-Sep,1,385,Exposed_JU2132_1,Exposed,JU2132,1,A,NA,NA,0,0
23-Sep,1,385,Exposed_JU2132_1,Exposed,JU2132,2,A,NA,NA,0,0
24-Sep,1,385,Exposed_JU2132_1,Exposed,JU2132,3,A,NA,NA,0,0
24-Sep,3,386,Control_JU2132_3,Control,JU2132,3,B,NA,NA,0,0
22-Sep,3,386,Control_JU2132_3,Control,JU2132,1,E,NA,NA,0,0
22-Sep,1,387,Exposed_ERTN2_1,Exposed,N2,1,A,NA,NA,0,0
23-Sep,1,387,Exposed_ERTN2_1,Exposed,N2,2,A,NA,NA,0,0
22-Sep,2,388,Control_JU1762_2,Control,JU1762,1,E,NA,NA,0,0
24-Sep,2,388,Control_JU1762_2,Control,JU1762,3,B,NA,NA,0,0
22-Sep,3,389,Control_ERTN2_3,Control,N2,1,E,NA,NA,0,0
24-Sep,3,389,Control_ERTN2_3,Control,N2,3,B,NA,NA,0,0
22-Sep,3,390,Exposed_JU2132_3,Exposed,JU2132,1,A,NA,NA,0,0
23-Sep,3,390,Exposed_JU2132_3,Exposed,JU2132,2,A,NA,NA,0,0
24-Sep,3,390,Exposed_JU2132_3,Exposed,JU2132,3,A,NA,NA,0,0
22-Sep,1,391,Control_JU2132_1,Control,JU2132,1,E,NA,NA,0,0
24-Sep,1,391,Control_JU2132_1,Control,JU2132,3,B,NA,NA,0,0
23-Sep,2,392,Control_ERTN2_2,Control,N2,2,E,NA,NA,0,0
22-Sep,2,392,Control_ERTN2_2,Control,N2,1,E,NA,NA,0,0
22-Sep,2,393,Control_JU2132_2,Control,JU2132,1,E,NA,NA,0,0
24-Sep,2,393,Control_JU2132_2,Control,JU2132,3,B,NA,NA,0,0
22-Sep,1,394,Control_ERTN2_1,Control,N2,1,E,NA,NA,0,0
24-Sep,1,394,Control_ERTN2_1,Control,N2,3,B,NA,NA,0,0
22-Sep,3,395,Control_JU1762_3,Control,JU1762,1,E,NA,NA,0,0
24-Sep,3,395,Control_JU1762_3,Control,JU1762,3,B,NA,NA,0,0
22-Sep,2,396,Exposed_JU1762_2,Exposed,JU1762,1,A,NA,NA,0,0
23-Sep,2,396,Exposed_JU1762_2,Exposed,JU1762,2,A,NA,NA,0,0
24-Sep,2,396,Exposed_JU1762_2,Exposed,JU1762,3,A,NA,NA,0,0
25-Sep,2,396,Exposed_JU1762_2,Exposed,JU1762,4,E,NA,NA,0,0
26-Sep,2,396,Exposed_JU1762_2,Exposed,JU1762,5,E,NA,NA,0,0
22-Sep,3,397,Exposed_CB4856_3,Exposed,CB4856,1,E,NA,NA,0,0
24-Sep,3,397,Exposed_CB4856_3,Exposed,CB4856,3,B,NA,NA,0,0
2-Oct,3,398,Exposed_CB4856_3,Exposed,CB4856,11,D,NA,NA,1,0
24-Sep,3,398,Exposed_CB4856_3,Exposed,CB4856,3,E,NA,NA,1,0
25-Sep,3,398,Exposed_CB4856_3,Exposed,CB4856,4,E,NA,NA,1,0
26-Sep,3,398,Exposed_CB4856_3,Exposed,CB4856,5,E,NA,NA,1,0
27-Sep,3,398,Exposed_CB4856_3,Exposed,CB4856,6,E,NA,NA,1,0
28-Sep,3,398,Exposed_CB4856_3,Exposed,CB4856,7,E,NA,NA,1,0
29-Sep,3,398,Exposed_CB4856_3,Exposed,CB4856,8,E,NA,NA,1,0
30-Sep,3,398,Exposed_CB4856_3,Exposed,CB4856,9,E,NA,NA,1,0
1-Oct,3,398,Exposed_CB4856_3,Exposed,CB4856,10,E,NA,NA,1,0
22-Sep,3,398,Exposed_CB4856_3,Exposed,CB4856,1,E,NA,NA,1,0
22-Sep,2,399,Control_CB4856_2,Control,CB4856,1,E,NA,NA,0,0
24-Sep,2,399,Control_CB4856_2,Control,CB4856,3,B,NA,NA,0,0
24-Sep,1,400,Exposed_JU1762_1,Exposed,JU1762,3,E,NA,NA,0,0
23-Sep,1,400,Exposed_JU1762_1,Exposed,JU1762,2,A,NA,NA,0,0
22-Sep,1,400,Exposed_JU1762_1,Exposed,JU1762,1,A,NA,NA,0,0
25-Sep,1,400,Exposed_JU1762_1,Exposed,JU1762,4,E,NA,NA,0,0
22-Sep,3,401,Control_JU2132_3,Control,JU2132,1,E,NA,NA,0,0
24-Sep,3,401,Control_JU2132_3,Control,JU2132,3,B,NA,NA,0,0
24-Sep,3,402,Exposed_ERTN2_3,Exposed,N2,3,E,NA,NA,0,0
22-Sep,3,402,Exposed_ERTN2_3,Exposed,N2,1,A,NA,NA,0,0
23-Sep,3,402,Exposed_ERTN2_3,Exposed,N2,2,A,NA,NA,0,0
25-Sep,3,402,Exposed_ERTN2_3,Exposed,N2,4,A,NA,NA,0,0
26-Sep,3,402,Exposed_ERTN2_3,Exposed,N2,5,E,NA,NA,0,0
22-Sep,2,403,Control_CB4856_2,Control,CB4856,1,E,NA,NA,0,0
24-Sep,2,403,Control_CB4856_2,Control,CB4856,3,B,NA,NA,0,0
24-Sep,2,404,Exposed_ERTN2_2,Exposed,N2,3,A,NA,NA,0,0
22-Sep,2,404,Exposed_ERTN2_2,Exposed,N2,1,A,NA,NA,0,0
23-Sep,2,404,Exposed_ERTN2_2,Exposed,N2,2,A,NA,NA,0,0
22-Sep,1,405,Control_ERTN2_1,Control,N2,1,E,NA,NA,0,0
24-Sep,1,405,Control_ERTN2_1,Control,N2,3,B,NA,NA,0,0
22-Sep,1,406,Control_ERTN2_1,Control,N2,1,E,NA,NA,0,0
24-Sep,1,406,Control_ERTN2_1,Control,N2,3,B,NA,NA,0,0
25-Sep,2,407,Exposed_CB4856_2,Exposed,CB4856,4,D,NA,NA,1,0
23-Sep,2,407,Exposed_CB4856_2,Exposed,CB4856,2,E,NA,NA,1,0
24-Sep,2,407,Exposed_CB4856_2,Exposed,CB4856,3,E,NA,NA,1,0
22-Sep,2,408,Control_JU2132_2,Control,JU2132,1,E,NA,NA,0,0
24-Sep,2,408,Control_JU2132_2,Control,JU2132,3,B,NA,NA,0,0
24-Sep,2,409,Exposed_JU1762_2,Exposed,JU1762,3,E,NA,NA,0,0
22-Sep,2,409,Exposed_JU1762_2,Exposed,JU1762,1,A,NA,NA,0,0
23-Sep,2,409,Exposed_JU1762_2,Exposed,JU1762,2,A,NA,NA,0,0
22-Sep,1,410,Control_ERTN2_1,Control,N2,1,E,NA,NA,0,0
24-Sep,1,410,Control_ERTN2_1,Control,N2,3,B,NA,NA,0,0
22-Sep,3,411,Exposed_ERTN2_3,Exposed,N2,1,A,NA,NA,0,0
23-Sep,3,411,Exposed_ERTN2_3,Exposed,N2,2,A,NA,NA,0,0
24-Sep,3,411,Exposed_ERTN2_3,Exposed,N2,3,A,NA,NA,0,0
22-Sep,1,412,Control_CB4856_1,Control,CB4856,1,E,NA,NA,0,0
24-Sep,1,412,Control_CB4856_1,Control,CB4856,3,B,NA,NA,0,0
22-Sep,3,413,Control_JU2132_3,Control,JU2132,1,E,NA,NA,0,0
24-Sep,3,413,Control_JU2132_3,Control,JU2132,3,B,NA,NA,0,0
22-Sep,3,414,Control_JU1762_3,Control,JU1762,1,E,NA,NA,0,0
24-Sep,3,414,Control_JU1762_3,Control,JU1762,3,B,NA,NA,0,0
24-Sep,3,415,Exposed_JU1762_3,Exposed,JU1762,3,A,NA,NA,0,0
22-Sep,3,415,Exposed_JU1762_3,Exposed,JU1762,1,A,NA,NA,0,0
23-Sep,3,415,Exposed_JU1762_3,Exposed,JU1762,2,A,NA,NA,0,0
2-Oct,2,416,Exposed_CB4856_2,Exposed,CB4856,11,D,NA,NA,1,0
23-Sep,2,416,Exposed_CB4856_2,Exposed,CB4856,2,E,NA,NA,1,0
25-Sep,2,416,Exposed_CB4856_2,Exposed,CB4856,4,E,NA,NA,1,0
26-Sep,2,416,Exposed_CB4856_2,Exposed,CB4856,5,E,NA,NA,1,0
27-Sep,2,416,Exposed_CB4856_2,Exposed,CB4856,6,E,NA,NA,1,0
28-Sep,2,416,Exposed_CB4856_2,Exposed,CB4856,7,E,NA,NA,1,0
29-Sep,2,416,Exposed_CB4856_2,Exposed,CB4856,8,E,NA,NA,1,0
30-Sep,2,416,Exposed_CB4856_2,Exposed,CB4856,9,E,NA,NA,1,0
1-Oct,2,416,Exposed_CB4856_2,Exposed,CB4856,10,E,NA,NA,1,0
24-Sep,2,416,Exposed_CB4856_2,Exposed,CB4856,3,E,NA,NA,1,0
22-Sep,1,417,Control_JU1762_1,Control,JU1762,1,E,NA,NA,0,0
24-Sep,1,417,Control_JU1762_1,Control,JU1762,3,B,NA,NA,0,0
24-Sep,3,418,Exposed_CB4856_3,Exposed,CB4856,3,E,NA,NA,1,0
25-Sep,3,418,Exposed_CB4856_3,Exposed,CB4856,4,E,NA,NA,1,0
26-Sep,3,418,Exposed_CB4856_3,Exposed,CB4856,5,E,NA,NA,1,0
27-Sep,3,418,Exposed_CB4856_3,Exposed,CB4856,6,E,NA,NA,1,0
28-Sep,3,418,Exposed_CB4856_3,Exposed,CB4856,7,E,NA,NA,1,0
29-Sep,3,418,Exposed_CB4856_3,Exposed,CB4856,8,E,NA,NA,1,0
30-Sep,3,418,Exposed_CB4856_3,Exposed,CB4856,9,E,NA,NA,1,0
1-Oct,3,418,Exposed_CB4856_3,Exposed,CB4856,10,E,NA,NA,1,0
22-Sep,3,418,Exposed_CB4856_3,Exposed,CB4856,1,E,NA,NA,1,0
22-Sep,1,419,Control_ERTN2_1,Control,N2,1,E,NA,NA,0,0
24-Sep,1,419,Control_ERTN2_1,Control,N2,3,B,NA,NA,0,0
23-Sep,3,420,Exposed_JU1762_3,Exposed,JU1762,2,A,NA,NA,0,0
24-Sep,3,420,Exposed_JU1762_3,Exposed,JU1762,3,A,NA,NA,0,0
22-Sep,3,420,Exposed_JU1762_3,Exposed,JU1762,1,A,NA,NA,0,0
25-Sep,3,421,Exposed_JU2132_3,Exposed,JU2132,4,A,NA,NA,0,0
24-Sep,3,421,Exposed_JU2132_3,Exposed,JU2132,3,E,NA,NA,0,0
22-Sep,3,421,Exposed_JU2132_3,Exposed,JU2132,1,A,NA,NA,0,0
23-Sep,3,421,Exposed_JU2132_3,Exposed,JU2132,2,A,NA,NA,0,0
23-Sep,2,422,Exposed_JU2132_2,Exposed,JU2132,2,E,NA,NA,0,0
22-Sep,2,422,Exposed_JU2132_2,Exposed,JU2132,1,A,NA,NA,0,0
22-Sep,3,423,Exposed_CB4856_3,Exposed,CB4856,1,E,NA,NA,0,0
24-Sep,3,423,Exposed_CB4856_3,Exposed,CB4856,3,B,NA,NA,0,0
23-Sep,1,424,Control_ERTN2_1,Control,N2,2,D,NA,NA,0,0
22-Sep,1,424,Control_ERTN2_1,Control,N2,1,E,NA,NA,0,0
23-Sep,3,425,Exposed_JU2132_3,Exposed,JU2132,2,E,NA,NA,0,0
24-Sep,3,425,Exposed_JU2132_3,Exposed,JU2132,3,A,NA,NA,0,0
22-Sep,3,425,Exposed_JU2132_3,Exposed,JU2132,1,A,NA,NA,0,0
24-Sep,3,426,Exposed_CB4856_3,Exposed,CB4856,3,B,NA,NA,0,0
22-Sep,3,426,Exposed_CB4856_3,Exposed,CB4856,1,E,NA,NA,0,0
22-Sep,2,427,Exposed_ERTN2_2,Exposed,N2,1,A,NA,NA,0,0
23-Sep,2,427,Exposed_ERTN2_2,Exposed,N2,2,A,NA,NA,0,0
24-Sep,2,427,Exposed_ERTN2_2,Exposed,N2,3,A,NA,NA,0,0
22-Sep,1,428,Exposed_JU2132_1,Exposed,JU2132,1,A,NA,NA,0,0
23-Sep,1,428,Exposed_JU2132_1,Exposed,JU2132,2,A,NA,NA,0,0
24-Sep,1,428,Exposed_JU2132_1,Exposed,JU2132,3,A,NA,NA,0,0
22-Sep,2,429,Control_ERTN2_2,Control,N2,1,E,NA,NA,0,0
24-Sep,2,429,Control_ERTN2_2,Control,N2,3,B,NA,NA,0,0
22-Sep,2,430,Control_CB4856_2,Control,CB4856,1,E,NA,NA,0,0
24-Sep,2,430,Control_CB4856_2,Control,CB4856,3,B,NA,NA,0,0
22-Sep,1,431,Control_CB4856_1,Control,CB4856,1,E,NA,NA,0,0
24-Sep,1,431,Control_CB4856_1,Control,CB4856,3,B,NA,NA,0,0
22-Sep,1,432,Control_JU2132_1,Control,JU2132,1,E,NA,NA,0,0
24-Sep,1,432,Control_JU2132_1,Control,JU2132,3,B,NA,NA,0,0
22-Sep,2,433,Control_CB4856_2,Control,CB4856,1,E,NA,NA,0,0
24-Sep,2,433,Control_CB4856_2,Control,CB4856,3,B,NA,NA,0,0
23-Sep,2,434,Exposed_JU2132_2,Exposed,JU2132,2,E,NA,NA,0,0
22-Sep,2,434,Exposed_JU2132_2,Exposed,JU2132,1,E,NA,NA,0,0
22-Sep,2,435,Control_JU1762_2,Control,JU1762,1,E,NA,NA,0,0
24-Sep,2,435,Control_JU1762_2,Control,JU1762,3,B,NA,NA,0,0
22-Sep,3,436,Control_ERTN2_3,Control,N2,1,E,NA,NA,0,0
24-Sep,3,436,Control_ERTN2_3,Control,N2,3,B,NA,NA,0,0
24-Sep,1,437,Exposed_JU1762_1,Exposed,JU1762,3,E,NA,NA,0,0
22-Sep,1,437,Exposed_JU1762_1,Exposed,JU1762,1,A,NA,NA,0,0
23-Sep,1,437,Exposed_JU1762_1,Exposed,JU1762,2,A,NA,NA,0,0
25-Sep,3,438,Exposed_JU2132_3,Exposed,JU2132,4,A,NA,NA,0,0
22-Sep,3,438,Exposed_JU2132_3,Exposed,JU2132,1,A,NA,NA,0,0
23-Sep,3,438,Exposed_JU2132_3,Exposed,JU2132,2,A,NA,NA,0,0
24-Sep,3,438,Exposed_JU2132_3,Exposed,JU2132,3,A,NA,NA,0,0
22-Sep,3,439,Control_JU1762_3,Control,JU1762,1,E,NA,NA,0,0
24-Sep,3,439,Control_JU1762_3,Control,JU1762,3,B,NA,NA,0,0
23-Sep,1,440,Exposed_JU2132_1,Exposed,JU2132,2,A,NA,NA,0,0
22-Sep,1,440,Exposed_JU2132_1,Exposed,JU2132,1,A,NA,NA,0,0
24-Sep,1,440,Exposed_JU2132_1,Exposed,JU2132,3,E,NA,NA,0,0
24-Sep,3,441,Exposed_JU2132_3,Exposed,JU2132,3,E,NA,NA,0,0
22-Sep,3,441,Exposed_JU2132_3,Exposed,JU2132,1,A,NA,NA,0,0
23-Sep,3,441,Exposed_JU2132_3,Exposed,JU2132,2,A,NA,NA,0,0
22-Sep,1,442,Exposed_JU2132_1,Exposed,JU2132,1,A,NA,NA,0,0
23-Sep,1,442,Exposed_JU2132_1,Exposed,JU2132,2,A,NA,NA,0,0
24-Sep,1,442,Exposed_JU2132_1,Exposed,JU2132,3,A,NA,NA,0,0
22-Sep,1,443,Control_ERTN2_1,Control,N2,1,E,NA,NA,0,0
24-Sep,1,443,Control_ERTN2_1,Control,N2,3,B,NA,NA,0,0
22-Sep,3,444,Exposed_JU1762_3,Exposed,JU1762,1,A,NA,NA,0,0
23-Sep,3,444,Exposed_JU1762_3,Exposed,JU1762,2,A,NA,NA,0,0
24-Sep,3,444,Exposed_JU1762_3,Exposed,JU1762,3,E,NA,NA,0,0
22-Sep,1,445,Control_JU1762_1,Control,JU1762,1,E,NA,NA,0,0
24-Sep,1,445,Control_JU1762_1,Control,JU1762,3,B,NA,NA,0,0
22-Sep,1,446,Exposed_ERTN2_1,Exposed,N2,1,A,NA,NA,0,0
23-Sep,1,446,Exposed_ERTN2_1,Exposed,N2,2,A,NA,NA,0,0
24-Sep,1,446,Exposed_ERTN2_1,Exposed,N2,3,A,NA,NA,0,0
25-Sep,1,446,Exposed_ERTN2_1,Exposed,N2,4,A,NA,NA,0,0
23-Sep,3,447,Exposed_ERTN2_3,Exposed,N2,2,E,NA,NA,0,0
24-Sep,3,447,Exposed_ERTN2_3,Exposed,N2,3,E,NA,NA,0,0
22-Sep,3,447,Exposed_ERTN2_3,Exposed,N2,1,A,NA,NA,0,0
25-Sep,2,448,Exposed_ERTN2_2,Exposed,N2,4,E,NA,NA,0,0
22-Sep,2,448,Exposed_ERTN2_2,Exposed,N2,1,A,NA,NA,0,0
23-Sep,2,448,Exposed_ERTN2_2,Exposed,N2,2,A,NA,NA,0,0
24-Sep,2,448,Exposed_ERTN2_2,Exposed,N2,3,A,NA,NA,0,0
22-Sep,3,449,Exposed_CB4856_3,Exposed,CB4856,1,E,NA,NA,0,0
24-Sep,3,449,Exposed_CB4856_3,Exposed,CB4856,3,B,NA,NA,0,0
22-Sep,3,450,Exposed_ERTN2_3,Exposed,N2,1,A,NA,NA,0,0
23-Sep,3,450,Exposed_ERTN2_3,Exposed,N2,2,A,NA,NA,0,0
24-Sep,2,451,Exposed_ERTN2_2,Exposed,N2,3,A,NA,NA,0,0
22-Sep,2,451,Exposed_ERTN2_2,Exposed,N2,1,A,NA,NA,0,0
23-Sep,2,451,Exposed_ERTN2_2,Exposed,N2,2,A,NA,NA,0,0
22-Sep,3,452,Exposed_ERTN2_3,Exposed,N2,1,A,NA,NA,0,0
23-Sep,3,452,Exposed_ERTN2_3,Exposed,N2,2,A,NA,NA,0,0
22-Sep,3,453,Exposed_JU2132_3,Exposed,JU2132,1,A,NA,NA,0,0
23-Sep,3,453,Exposed_JU2132_3,Exposed,JU2132,2,A,NA,NA,0,0
24-Sep,3,453,Exposed_JU2132_3,Exposed,JU2132,3,A,NA,NA,0,0
22-Sep,3,454,Exposed_JU1762_3,Exposed,JU1762,1,A,NA,NA,0,0
23-Sep,3,454,Exposed_JU1762_3,Exposed,JU1762,2,A,NA,NA,0,0
24-Sep,3,454,Exposed_JU1762_3,Exposed,JU1762,3,A,NA,NA,0,0
24-Sep,3,455,Exposed_ERTN2_3,Exposed,N2,3,A,NA,NA,0,0
22-Sep,3,455,Exposed_ERTN2_3,Exposed,N2,1,A,NA,NA,0,0
23-Sep,3,455,Exposed_ERTN2_3,Exposed,N2,2,A,NA,NA,0,0
25-Sep,3,455,Exposed_ERTN2_3,Exposed,N2,4,A,NA,NA,0,0
22-Sep,3,456,Control_JU1762_3,Control,JU1762,1,E,NA,NA,0,0
24-Sep,3,456,Control_JU1762_3,Control,JU1762,3,B,NA,NA,0,0
22-Sep,1,457,Exposed_ERTN2_1,Exposed,N2,1,A,NA,NA,0,0
23-Sep,1,457,Exposed_ERTN2_1,Exposed,N2,2,E,NA,NA,0,0
25-Sep,1,457,Exposed_ERTN2_1,Exposed,N2,4,B,NA,NA,0,0
25-Sep,2,458,Exposed_JU1762_2,Exposed,JU1762,4,A,NA,NA,0,0
23-Sep,2,458,Exposed_JU1762_2,Exposed,JU1762,2,E,NA,NA,0,0
24-Sep,2,458,Exposed_JU1762_2,Exposed,JU1762,3,E,NA,NA,0,0
22-Sep,2,458,Exposed_JU1762_2,Exposed,JU1762,1,E,NA,NA,0,0
26-Sep,2,458,Exposed_JU1762_2,Exposed,JU1762,5,E,NA,NA,0,0
22-Sep,1,459,Control_CB4856_1,Control,CB4856,1,E,NA,NA,0,0
24-Sep,1,459,Control_CB4856_1,Control,CB4856,3,B,NA,NA,0,0
22-Sep,2,460,Control_JU2132_2,Control,JU2132,1,E,NA,NA,0,0
24-Sep,2,460,Control_JU2132_2,Control,JU2132,3,B,NA,NA,0,0
30-Sep,2,461,Exposed_CB4856_2,Exposed,CB4856,9,D,NA,NA,1,0
24-Sep,2,461,Exposed_CB4856_2,Exposed,CB4856,3,E,NA,NA,1,0
25-Sep,2,461,Exposed_CB4856_2,Exposed,CB4856,4,E,NA,NA,1,0
26-Sep,2,461,Exposed_CB4856_2,Exposed,CB4856,5,E,NA,NA,1,0
27-Sep,2,461,Exposed_CB4856_2,Exposed,CB4856,6,E,NA,NA,1,0
28-Sep,2,461,Exposed_CB4856_2,Exposed,CB4856,7,E,NA,NA,1,0
29-Sep,2,461,Exposed_CB4856_2,Exposed,CB4856,8,E,NA,NA,1,0
22-Sep,2,461,Exposed_CB4856_2,Exposed,CB4856,1,A,NA,NA,1,0
22-Sep,2,462,Control_ERTN2_2,Control,N2,1,E,NA,NA,0,0
24-Sep,2,462,Control_ERTN2_2,Control,N2,3,B,NA,NA,0,0
25-Sep,1,463,Exposed_JU1762_1,Exposed,JU1762,4,A,NA,NA,0,0
22-Sep,1,463,Exposed_JU1762_1,Exposed,JU1762,1,A,NA,NA,0,0
23-Sep,1,463,Exposed_JU1762_1,Exposed,JU1762,2,A,NA,NA,0,0
24-Sep,1,463,Exposed_JU1762_1,Exposed,JU1762,3,A,NA,NA,0,0
25-Sep,2,464,Exposed_ERTN2_2,Exposed,N2,4,A,NA,NA,0,0
22-Sep,2,464,Exposed_ERTN2_2,Exposed,N2,1,A,NA,NA,0,0
23-Sep,2,464,Exposed_ERTN2_2,Exposed,N2,2,A,NA,NA,0,0
24-Sep,2,464,Exposed_ERTN2_2,Exposed,N2,3,A,NA,NA,0,0
22-Sep,3,465,Control_JU2132_3,Control,JU2132,1,E,NA,NA,0,0
24-Sep,3,465,Control_JU2132_3,Control,JU2132,3,B,NA,NA,0,0
22-Sep,3,466,Control_JU2132_3,Control,JU2132,1,E,NA,NA,0,0
24-Sep,3,466,Control_JU2132_3,Control,JU2132,3,B,NA,NA,0,0
22-Sep,2,467,Control_JU2132_2,Control,JU2132,1,E,NA,NA,0,0
24-Sep,2,467,Control_JU2132_2,Control,JU2132,3,B,NA,NA,0,0
22-Sep,3,468,Control_JU2132_3,Control,JU2132,1,E,NA,NA,0,0
24-Sep,3,468,Control_JU2132_3,Control,JU2132,3,B,NA,NA,0,0
22-Sep,1,469,Control_CB4856_1,Control,CB4856,1,E,NA,NA,0,0
24-Sep,1,469,Control_CB4856_1,Control,CB4856,3,B,NA,NA,0,0
24-Sep,3,470,Exposed_JU2132_3,Exposed,JU2132,3,E,NA,NA,0,0
22-Sep,3,470,Exposed_JU2132_3,Exposed,JU2132,1,A,NA,NA,0,0
23-Sep,3,470,Exposed_JU2132_3,Exposed,JU2132,2,A,NA,NA,0,0
28-Sep,1,471,Exposed_CB4856_1,Exposed,CB4856,7,O,NA,NA,1,0
23-Sep,1,471,Exposed_CB4856_1,Exposed,CB4856,2,E,NA,NA,1,0
24-Sep,1,471,Exposed_CB4856_1,Exposed,CB4856,3,E,NA,NA,1,0
25-Sep,1,471,Exposed_CB4856_1,Exposed,CB4856,4,E,NA,NA,1,0
26-Sep,1,471,Exposed_CB4856_1,Exposed,CB4856,5,E,NA,NA,1,0
27-Sep,1,471,Exposed_CB4856_1,Exposed,CB4856,6,E,NA,NA,1,0
29-Sep,1,471,Exposed_CB4856_1,Exposed,CB4856,8,E,NA,NA,1,0
30-Sep,1,471,Exposed_CB4856_1,Exposed,CB4856,9,E,NA,NA,1,0
1-Oct,1,471,Exposed_CB4856_1,Exposed,CB4856,10,E,NA,NA,1,0
2-Oct,1,471,Exposed_CB4856_1,Exposed,CB4856,11,E,NA,NA,1,0
2-Oct,3,472,Exposed_CB4856_3,Exposed,CB4856,11,D,NA,NA,1,0
24-Sep,3,472,Exposed_CB4856_3,Exposed,CB4856,3,E,NA,NA,1,0
25-Sep,3,472,Exposed_CB4856_3,Exposed,CB4856,4,E,NA,NA,1,0
26-Sep,3,472,Exposed_CB4856_3,Exposed,CB4856,5,E,NA,NA,1,0
27-Sep,3,472,Exposed_CB4856_3,Exposed,CB4856,6,E,NA,NA,1,0
28-Sep,3,472,Exposed_CB4856_3,Exposed,CB4856,7,E,NA,NA,1,0
29-Sep,3,472,Exposed_CB4856_3,Exposed,CB4856,8,E,NA,NA,1,0
30-Sep,3,472,Exposed_CB4856_3,Exposed,CB4856,9,E,NA,NA,1,0
1-Oct,3,472,Exposed_CB4856_3,Exposed,CB4856,10,E,NA,NA,1,0
22-Sep,3,472,Exposed_CB4856_3,Exposed,CB4856,1,E,NA,NA,1,0
22-Sep,3,473,Control_ERTN2_3,Control,N2,1,E,NA,NA,0,0
24-Sep,3,473,Control_ERTN2_3,Control,N2,3,B,NA,NA,0,0
22-Sep,1,474,Control_JU2132_1,Control,JU2132,1,E,NA,NA,0,0
24-Sep,1,474,Control_JU2132_1,Control,JU2132,3,B,NA,NA,0,0
25-Sep,3,475,Exposed_ERTN2_3,Exposed,N2,4,A,NA,NA,0,0
28-Sep,3,475,Exposed_ERTN2_3,Exposed,N2,7,E,NA,NA,0,0
22-Sep,3,475,Exposed_ERTN2_3,Exposed,N2,1,A,NA,NA,0,0
23-Sep,3,475,Exposed_ERTN2_3,Exposed,N2,2,A,NA,NA,0,0
24-Sep,3,475,Exposed_ERTN2_3,Exposed,N2,3,A,NA,NA,0,0
26-Sep,3,475,Exposed_ERTN2_3,Exposed,N2,5,E,NA,NA,0,0
27-Sep,3,475,Exposed_ERTN2_3,Exposed,N2,6,E,NA,NA,0,0
22-Sep,1,476,Exposed_JU1762_1,Exposed,JU1762,1,A,NA,NA,0,0
23-Sep,1,476,Exposed_JU1762_1,Exposed,JU1762,2,A,NA,NA,0,0
24-Sep,1,476,Exposed_JU1762_1,Exposed,JU1762,3,A,NA,NA,0,0
22-Sep,1,477,Control_JU2132_1,Control,JU2132,1,E,NA,NA,0,0
24-Sep,1,477,Control_JU2132_1,Control,JU2132,3,B,NA,NA,0,0
23-Sep,1,478,Exposed_CB4856_1,Exposed,CB4856,2,A,NA,NA,0,0
24-Sep,1,478,Exposed_CB4856_1,Exposed,CB4856,3,A,NA,NA,0,0
22-Sep,1,478,Exposed_CB4856_1,Exposed,CB4856,1,A,NA,NA,0,0
25-Sep,1,478,Exposed_CB4856_1,Exposed,CB4856,4,E,NA,NA,0,0
26-Sep,1,478,Exposed_CB4856_1,Exposed,CB4856,5,E,NA,NA,0,0
27-Sep,1,478,Exposed_CB4856_1,Exposed,CB4856,6,E,NA,NA,0,0
22-Sep,2,479,Control_JU1762_2,Control,JU1762,1,E,NA,NA,0,0
24-Sep,2,479,Control_JU1762_2,Control,JU1762,3,B,NA,NA,0,0
22-Sep,3,480,Exposed_ERTN2_3,Exposed,N2,1,A,NA,NA,0,0
23-Sep,3,480,Exposed_ERTN2_3,Exposed,N2,2,A,NA,NA,0,0
