Date,Replicate,PlateID,RepID,Treatment,Host,Day,Status,Babies,BabiesAlt,Male,Censored
23-Sep,3,293,Exposed_ERTN2_3,Exposed,N2,2,A,NA,NA,0,0
24-Sep,3,293,Exposed_ERTN2_3,Exposed,N2,3,A,NA,NA,0,0
22-Sep,1,294,Control_JU1762_1,Control,JU1762,1,E,NA,NA,0,0
24-Sep,1,294,Control_JU1762_1,Control,JU1762,3,B,NA,NA,0,0
22-Sep,2,295,Control_JU1762_2,Control,JU1762,1,E,NA,NA,0,0
24-Sep,2,295,Control_JU1762_2,Control,JU1762,3,B,NA,NA,0,0
22-Sep,1,296,Control_JU1762_1,Control,JU1762,1,E,NA,NA,0,0
24-Sep,1,296,Control_JU1762_1,Control,JU1762,3,B,NA,NA,0,0
22-Sep,2,297,Control_JU1762_2,Control,JU1762,1,E,NA,NA,0,0
24-Sep,2,297,Control_JU1762_2,Control,JU1762,3,B,NA,NA,0,0
22-Sep,3,298,Exposed_JU1762_3,Exposed,JU1762,1,A,NA,NA,0,0
23-Sep,3,298,Exposed_JU1762_3,Exposed,JU1762,2,A,NA,NA,0,0
24-Sep,3,298,Exposed_JU1762_3,Exposed,JU1762,3,A,NA,NA,0,0
25-Sep,3,298,Exposed_JU1762_3,Exposed,JU1762,4,NA,NA,NA,0,0
22-Sep,1,299,Exposed_ERTN2_1,Exposed,N2,1,E,NA,NA,0,0
23-Sep,1,299,Exposed_ERTN2_1,Exposed,N2,2,E,NA,NA,0,0
23-Sep,3,300,Exposed_CB4856_3,Exposed,CB4856,2,E,NA,NA,1,0
24-Sep,3,300,Exposed_CB4856_3,Exposed,CB4856,3,E,NA,NA,1,0
25-Sep,3,300,Exposed_CB4856_3,Exposed,CB4856,4,E,NA,NA,1,0
26-Sep,3,300,Exposed_CB4856_3,Exposed,CB4856,5,E,NA,NA,1,0
27-Sep,3,300,Exposed_CB4856_3,Exposed,CB4856,6,E,NA,NA,1,0
28-Sep,3,300,Exposed_CB4856_3,Exposed,CB4856,7,E,NA,NA,1,0
29-Sep,3,300,Exposed_CB4856_3,Exposed,CB4856,8,E,NA,NA,1,0
2-Oct,3,300,Exposed_CB4856_3,Exposed,CB4856,11,E,NA,NA,1,0
30-Sep,3,300,Exposed_CB4856_3,Exposed,CB4856,9,E,NA,NA,1,0
1-Oct,3,300,Exposed_CB4856_3,Exposed,CB4856,10,E,NA,NA,1,0
24-Sep,3,301,Exposed_JU2132_3,Exposed,JU2132,3,E,NA,NA,0,0
28-Sep,3,301,Exposed_JU2132_3,Exposed,JU2132,7,E,NA,NA,0,0
22-Sep,3,301,Exposed_JU2132_3,Exposed,JU2132,1,A,NA,NA,0,0
23-Sep,3,301,Exposed_JU2132_3,Exposed,JU2132,2,A,NA,NA,0,0
25-Sep,3,301,Exposed_JU2132_3,Exposed,JU2132,4,E,NA,NA,0,0
26-Sep,3,301,Exposed_JU2132_3,Exposed,JU2132,5,E,NA,NA,0,0
27-Sep,3,301,Exposed_JU2132_3,Exposed,JU2132,6,E,NA,NA,0,0
22-Sep,1,302,Control_CB4856_1,Control,CB4856,1,E,NA,NA,0,0
24-Sep,1,302,Control_CB4856_1,Control,CB4856,3,B,NA,NA,0,0
22-Sep,2,303,Exposed_ERTN2_2,Exposed,N2,1,A,NA,NA,0,0
23-Sep,2,303,Exposed_ERTN2_2,Exposed,N2,2,A,NA,NA,0,0
24-Sep,2,303,Exposed_ERTN2_2,Exposed,N2,3,A,NA,NA,0,0
22-Sep,3,304,Control_JU2132_3,Control,JU2132,1,E,NA,NA,0,0
24-Sep,3,304,Control_JU2132_3,Control,JU2132,3,B,NA,NA,0,0
22-Sep,3,305,Control_JU2132_3,Control,JU2132,1,E,NA,NA,0,0
24-Sep,3,305,Control_JU2132_3,Control,JU2132,3,B,NA,NA,0,0
22-Sep,1,306,Exposed_ERTN2_1,Exposed,N2,1,O,NA,NA,0,0
23-Sep,1,306,Exposed_ERTN2_1,Exposed,N2,2,A,NA,NA,0,0
24-Sep,1,306,Exposed_ERTN2_1,Exposed,N2,3,A,NA,NA,0,0
25-Sep,3,307,Exposed_ERTN2_3,Exposed,N2,4,E,NA,NA,0,0
26-Sep,3,307,Exposed_ERTN2_3,Exposed,N2,5,E,NA,NA,0,0
22-Sep,3,307,Exposed_ERTN2_3,Exposed,N2,1,A,NA,NA,0,0
23-Sep,3,307,Exposed_ERTN2_3,Exposed,N2,2,A,NA,NA,0,0
24-Sep,3,307,Exposed_ERTN2_3,Exposed,N2,3,A,NA,NA,0,0
22-Sep,1,308,Control_JU1762_1,Control,JU1762,1,E,NA,NA,0,0
24-Sep,1,308,Control_JU1762_1,Control,JU1762,3,B,NA,NA,0,0
22-Sep,2,310,Control_JU1762_2,Control,JU1762,1,E,NA,NA,0,0
24-Sep,2,310,Control_JU1762_2,Control,JU1762,3,B,NA,NA,0,0
30-Sep,2,311,Exposed_CB4856_2,Exposed,CB4856,9,D,NA,NA,1,0
23-Sep,2,311,Exposed_CB4856_2,Exposed,CB4856,2,E,NA,NA,1,0
24-Sep,2,311,Exposed_CB4856_2,Exposed,CB4856,3,E,NA,NA,1,0
25-Sep,2,311,Exposed_CB4856_2,Exposed,CB4856,4,E,NA,NA,1,0
26-Sep,2,311,Exposed_CB4856_2,Exposed,CB4856,5,E,NA,NA,1,0
27-Sep,2,311,Exposed_CB4856_2,Exposed,CB4856,6,E,NA,NA,1,0
28-Sep,2,311,Exposed_CB4856_2,Exposed,CB4856,7,E,NA,NA,1,0
29-Sep,2,311,Exposed_CB4856_2,Exposed,CB4856,8,E,NA,NA,1,0
25-Sep,3,312,Exposed_JU2132_3,Exposed,JU2132,4,A,NA,NA,0,0
24-Sep,3,312,Exposed_JU2132_3,Exposed,JU2132,3,E,NA,NA,0,0
22-Sep,3,312,Exposed_JU2132_3,Exposed,JU2132,1,A,NA,NA,0,0
23-Sep,3,312,Exposed_JU2132_3,Exposed,JU2132,2,A,NA,NA,0,0
23-Sep,2,313,Exposed_CB4856_2,Exposed,CB4856,2,E,NA,NA,1,0
24-Sep,2,313,Exposed_CB4856_2,Exposed,CB4856,3,E,NA,NA,1,0
25-Sep,2,313,Exposed_CB4856_2,Exposed,CB4856,4,E,NA,NA,1,0
26-Sep,2,313,Exposed_CB4856_2,Exposed,CB4856,5,E,NA,NA,1,0
27-Sep,2,313,Exposed_CB4856_2,Exposed,CB4856,6,E,NA,NA,1,0
28-Sep,2,313,Exposed_CB4856_2,Exposed,CB4856,7,E,NA,NA,1,0
29-Sep,2,313,Exposed_CB4856_2,Exposed,CB4856,8,E,NA,NA,1,0
30-Sep,2,313,Exposed_CB4856_2,Exposed,CB4856,9,E,NA,NA,1,0
1-Oct,2,313,Exposed_CB4856_2,Exposed,CB4856,10,E,NA,NA,1,0
2-Oct,2,313,Exposed_CB4856_2,Exposed,CB4856,11,E,NA,NA,1,0
29-Sep,2,314,Exposed_CB4856_2,Exposed,CB4856,8,D,NA,NA,1,0
24-Sep,2,314,Exposed_CB4856_2,Exposed,CB4856,3,E,NA,NA,1,0
25-Sep,2,314,Exposed_CB4856_2,Exposed,CB4856,4,E,NA,NA,1,0
26-Sep,2,314,Exposed_CB4856_2,Exposed,CB4856,5,E,NA,NA,1,0
27-Sep,2,314,Exposed_CB4856_2,Exposed,CB4856,6,E,NA,NA,1,0
28-Sep,2,314,Exposed_CB4856_2,Exposed,CB4856,7,E,NA,NA,1,0
22-Sep,2,314,Exposed_CB4856_2,Exposed,CB4856,1,E,NA,NA,1,0
22-Sep,3,315,Control_CB4856_3,Control,CB4856,1,E,NA,NA,0,0
24-Sep,3,315,Control_CB4856_3,Control,CB4856,3,B,NA,NA,0,0
22-Sep,3,316,Exposed_CB4856_3,Exposed,CB4856,1,E,NA,NA,1,1
23-Sep,3,316,Exposed_CB4856_3,Exposed,CB4856,2,E,NA,NA,1,1
25-Sep,3,317,Control_CB4856_3,Control,CB4856,4,E,NA,NA,1,0
26-Sep,3,317,Control_CB4856_3,Control,CB4856,5,E,NA,NA,1,0
27-Sep,3,317,Control_CB4856_3,Control,CB4856,6,E,NA,NA,1,0
28-Sep,3,317,Control_CB4856_3,Control,CB4856,7,E,NA,NA,1,0
29-Sep,3,317,Control_CB4856_3,Control,CB4856,8,E,NA,NA,1,0
30-Sep,3,317,Control_CB4856_3,Control,CB4856,9,E,NA,NA,1,0
1-Oct,3,317,Control_CB4856_3,Control,CB4856,10,E,NA,NA,1,0
2-Oct,3,317,Control_CB4856_3,Control,CB4856,11,E,NA,NA,1,0
24-Sep,3,317,Control_CB4856_3,Control,CB4856,3,E,NA,NA,1,0
22-Sep,3,317,Control_CB4856_3,Control,CB4856,1,E,NA,NA,1,0
23-Sep,3,318,Exposed_JU1762_3,Exposed,JU1762,2,E,NA,NA,0,0
22-Sep,3,318,Exposed_JU1762_3,Exposed,JU1762,1,A,NA,NA,0,0
22-Sep,2,319,Exposed_JU2132_2,Exposed,JU2132,1,A,NA,NA,0,0
23-Sep,2,319,Exposed_JU2132_2,Exposed,JU2132,2,A,NA,NA,0,0
24-Sep,2,319,Exposed_JU2132_2,Exposed,JU2132,3,A,NA,NA,0,0
23-Sep,1,320,Exposed_JU1762_1,Exposed,JU1762,2,A,NA,NA,0,0
24-Sep,1,320,Exposed_JU1762_1,Exposed,JU1762,3,A,NA,NA,0,0
22-Sep,1,320,Exposed_JU1762_1,Exposed,JU1762,1,A,NA,NA,0,0
24-Sep,2,321,Exposed_JU1762_2,Exposed,JU1762,3,E,NA,NA,0,0
22-Sep,2,321,Exposed_JU1762_2,Exposed,JU1762,1,A,NA,NA,0,0
23-Sep,2,321,Exposed_JU1762_2,Exposed,JU1762,2,A,NA,NA,0,0
23-Sep,1,322,Exposed_ERTN2_1,Exposed,N2,2,E,NA,NA,0,0
24-Sep,1,322,Exposed_ERTN2_1,Exposed,N2,3,E,NA,NA,0,0
22-Sep,1,322,Exposed_ERTN2_1,Exposed,N2,1,A,NA,NA,0,0
1-Oct,1,323,Control_CB4856_1,Control,CB4856,10,D,NA,NA,1,0
23-Sep,1,323,Control_CB4856_1,Control,CB4856,2,E,NA,NA,1,0
24-Sep,1,323,Control_CB4856_1,Control,CB4856,3,E,NA,NA,1,0
25-Sep,1,323,Control_CB4856_1,Control,CB4856,4,E,NA,NA,1,0
26-Sep,1,323,Control_CB4856_1,Control,CB4856,5,E,NA,NA,1,0
27-Sep,1,323,Control_CB4856_1,Control,CB4856,6,E,NA,NA,1,0
28-Sep,1,323,Control_CB4856_1,Control,CB4856,7,E,NA,NA,1,0
29-Sep,1,323,Control_CB4856_1,Control,CB4856,8,E,NA,NA,1,0
30-Sep,1,323,Control_CB4856_1,Control,CB4856,9,E,NA,NA,1,0
22-Sep,1,324,Control_JU2132_1,Control,JU2132,1,E,NA,NA,0,0
24-Sep,1,324,Control_JU2132_1,Control,JU2132,3,B,NA,NA,0,0
22-Sep,2,325,Exposed_JU1762_2,Exposed,JU1762,1,A,NA,NA,0,0
23-Sep,2,325,Exposed_JU1762_2,Exposed,JU1762,2,A,NA,NA,0,0
23-Sep,1,326,Control_CB4856_1,Control,CB4856,2,E,NA,NA,1,0
25-Sep,1,326,Control_CB4856_1,Control,CB4856,4,E,NA,NA,1,0
26-Sep,1,326,Control_CB4856_1,Control,CB4856,5,E,NA,NA,1,0
27-Sep,1,326,Control_CB4856_1,Control,CB4856,6,E,NA,NA,1,0
28-Sep,1,326,Control_CB4856_1,Control,CB4856,7,E,NA,NA,1,0
29-Sep,1,326,Control_CB4856_1,Control,CB4856,8,E,NA,NA,1,0
30-Sep,1,326,Control_CB4856_1,Control,CB4856,9,E,NA,NA,1,0
1-Oct,1,326,Control_CB4856_1,Control,CB4856,10,E,NA,NA,1,0
2-Oct,1,326,Control_CB4856_1,Control,CB4856,11,E,NA,NA,1,0
24-Sep,1,326,Control_CB4856_1,Control,CB4856,3,E,NA,NA,1,0
22-Sep,1,327,Control_JU1762_1,Control,JU1762,1,E,NA,NA,0,0
24-Sep,1,327,Control_JU1762_1,Control,JU1762,3,B,NA,NA,0,0
24-Sep,1,328,Exposed_ERTN2_1,Exposed,N2,3,A,NA,NA,0,0
22-Sep,1,328,Exposed_ERTN2_1,Exposed,N2,1,A,NA,NA,0,0
23-Sep,1,328,Exposed_ERTN2_1,Exposed,N2,2,A,NA,NA,0,0
22-Sep,2,329,Control_CB4856_2,Control,CB4856,1,E,NA,NA,0,0
24-Sep,2,329,Control_CB4856_2,Control,CB4856,3,B,NA,NA,0,0
24-Sep,3,330,Exposed_JU2132_3,Exposed,JU2132,3,E,NA,NA,0,0
22-Sep,3,330,Exposed_JU2132_3,Exposed,JU2132,1,A,NA,NA,0,0
23-Sep,3,330,Exposed_JU2132_3,Exposed,JU2132,2,A,NA,NA,0,0
25-Sep,2,331,Exposed_JU2132_2,Exposed,JU2132,4,A,NA,NA,0,0
22-Sep,2,331,Exposed_JU2132_2,Exposed,JU2132,1,A,NA,NA,0,0
23-Sep,2,331,Exposed_JU2132_2,Exposed,JU2132,2,A,NA,NA,0,0
24-Sep,2,331,Exposed_JU2132_2,Exposed,JU2132,3,A,NA,NA,0,0
22-Sep,1,332,Exposed_JU2132_1,Exposed,JU2132,1,A,NA,NA,0,0
23-Sep,1,332,Exposed_JU2132_1,Exposed,JU2132,2,E,NA,NA,0,0
22-Sep,2,333,Control_JU2132_2,Control,JU2132,1,E,NA,NA,0,0
24-Sep,2,333,Control_JU2132_2,Control,JU2132,3,B,NA,NA,0,0
24-Sep,2,334,Exposed_JU2132_2,Exposed,JU2132,3,E,NA,NA,0,0
22-Sep,2,334,Exposed_JU2132_2,Exposed,JU2132,1,A,NA,NA,0,0
23-Sep,2,334,Exposed_JU2132_2,Exposed,JU2132,2,A,NA,NA,0,0
22-Sep,3,335,Control_ERTN2_3,Control,N2,1,E,NA,NA,0,0
24-Sep,3,335,Control_ERTN2_3,Control,N2,3,B,NA,NA,0,0
23-Sep,1,336,Exposed_JU2132_1,Exposed,JU2132,2,E,NA,NA,0,0
25-Sep,1,336,Exposed_JU2132_1,Exposed,JU2132,4,A,NA,NA,0,0
24-Sep,1,336,Exposed_JU2132_1,Exposed,JU2132,3,E,NA,NA,0,0
22-Sep,1,336,Exposed_JU2132_1,Exposed,JU2132,1,A,NA,NA,0,0
26-Sep,1,336,Exposed_JU2132_1,Exposed,JU2132,5,E,NA,NA,0,0
22-Sep,1,337,Control_JU1762_1,Control,JU1762,1,E,NA,NA,0,0
24-Sep,1,337,Control_JU1762_1,Control,JU1762,3,B,NA,NA,0,0
22-Sep,2,338,Control_CB4856_2,Control,CB4856,1,E,NA,NA,0,0
24-Sep,2,338,Control_CB4856_2,Control,CB4856,3,B,NA,NA,0,0
25-Sep,3,339,Exposed_JU2132_3,Exposed,JU2132,4,A,NA,NA,0,0
22-Sep,3,339,Exposed_JU2132_3,Exposed,JU2132,1,A,NA,NA,0,0
23-Sep,3,339,Exposed_JU2132_3,Exposed,JU2132,2,A,NA,NA,0,0
24-Sep,3,339,Exposed_JU2132_3,Exposed,JU2132,3,A,NA,NA,0,0
24-Sep,1,340,Control_JU2132_1,Control,JU2132,3,B,NA,NA,0,0
22-Sep,1,340,Control_JU2132_1,Control,JU2132,1,E,NA,NA,0,0
22-Sep,3,341,Control_ERTN2_3,Control,N2,1,E,NA,NA,0,0
24-Sep,3,341,Control_ERTN2_3,Control,N2,3,B,NA,NA,0,0
25-Sep,3,342,Exposed_ERTN2_3,Exposed,N2,4,A,NA,NA,0,0
26-Sep,3,342,Exposed_ERTN2_3,Exposed,N2,5,E,NA,NA,0,0
22-Sep,3,342,Exposed_ERTN2_3,Exposed,N2,1,A,NA,NA,0,0
23-Sep,3,342,Exposed_ERTN2_3,Exposed,N2,2,A,NA,NA,0,0
24-Sep,3,342,Exposed_ERTN2_3,Exposed,N2,3,A,NA,NA,0,0
23-Sep,1,343,Exposed_ERTN2_1,Exposed,N2,2,O,NA,NA,0,1
24-Sep,1,343,Exposed_ERTN2_1,Exposed,N2,3,O,NA,NA,0,1
22-Sep,1,343,Exposed_ERTN2_1,Exposed,N2,1,A,NA,NA,0,1
22-Sep,3,344,Control_ERTN2_3,Control,N2,1,E,NA,NA,0,0
24-Sep,3,344,Control_ERTN2_3,Control,N2,3,B,NA,NA,0,0
22-Sep,2,345,Exposed_JU1762_2,Exposed,JU1762,1,E,NA,NA,0,0
24-Sep,2,345,Exposed_JU1762_2,Exposed,JU1762,3,B,NA,NA,0,0
24-Sep,3,346,Control_JU2132_3,Control,JU2132,3,B,NA,NA,0,0
22-Sep,3,346,Control_JU2132_3,Control,JU2132,1,E,NA,NA,0,0
23-Sep,1,347,Exposed_CB4856_1,Exposed,CB4856,2,E,NA,NA,0,0
22-Sep,1,347,Exposed_CB4856_1,Exposed,CB4856,1,A,NA,NA,0,0
22-Sep,1,348,Control_JU1762_1,Control,JU1762,1,E,NA,NA,0,0
24-Sep,1,348,Control_JU1762_1,Control,JU1762,3,B,NA,NA,0,0
22-Sep,1,349,Exposed_JU1762_1,Exposed,JU1762,1,A,NA,NA,0,0
23-Sep,1,349,Exposed_JU1762_1,Exposed,JU1762,2,A,NA,NA,0,0
22-Sep,1,350,Control_CB4856_1,Control,CB4856,1,E,NA,NA,0,0
24-Sep,1,350,Control_CB4856_1,Control,CB4856,3,B,NA,NA,0,0
22-Sep,1,351,Control_CB4856_1,Control,CB4856,1,E,NA,NA,0,0
24-Sep,1,351,Control_CB4856_1,Control,CB4856,3,B,NA,NA,0,0
22-Sep,1,352,Control_ERTN2_1,Control,N2,1,E,NA,NA,0,0
24-Sep,1,352,Control_ERTN2_1,Control,N2,3,B,NA,NA,0,0
22-Sep,1,353,Exposed_JU2132_1,Exposed,JU2132,1,A,NA,NA,0,0
23-Sep,1,353,Exposed_JU2132_1,Exposed,JU2132,2,A,NA,NA,0,0
24-Sep,1,353,Exposed_JU2132_1,Exposed,JU2132,3,A,NA,NA,0,0
22-Sep,2,354,Exposed_JU2132_2,Exposed,JU2132,1,A,NA,NA,0,0
23-Sep,2,354,Exposed_JU2132_2,Exposed,JU2132,2,A,NA,NA,0,0
25-Sep,1,355,Exposed_ERTN2_1,Exposed,N2,4,D,NA,NA,0,0
24-Sep,1,355,Exposed_ERTN2_1,Exposed,N2,3,E,NA,NA,0,0
22-Sep,1,355,Exposed_ERTN2_1,Exposed,N2,1,E,NA,NA,0,0
23-Sep,1,355,Exposed_ERTN2_1,Exposed,N2,2,E,NA,NA,0,0
28-Sep,2,356,Exposed_CB4856_2,Exposed,CB4856,7,D,NA,NA,1,0
24-Sep,2,356,Exposed_CB4856_2,Exposed,CB4856,3,E,NA,NA,1,0
25-Sep,2,356,Exposed_CB4856_2,Exposed,CB4856,4,E,NA,NA,1,0
26-Sep,2,356,Exposed_CB4856_2,Exposed,CB4856,5,E,NA,NA,1,0
27-Sep,2,356,Exposed_CB4856_2,Exposed,CB4856,6,E,NA,NA,1,0
22-Sep,2,356,Exposed_CB4856_2,Exposed,CB4856,1,E,NA,NA,1,0
25-Sep,2,357,Exposed_JU1762_2,Exposed,JU1762,4,E,NA,NA,0,0
24-Sep,2,357,Exposed_JU1762_2,Exposed,JU1762,3,E,NA,NA,0,0
22-Sep,2,357,Exposed_JU1762_2,Exposed,JU1762,1,A,NA,NA,0,0
23-Sep,2,357,Exposed_JU1762_2,Exposed,JU1762,2,A,NA,NA,0,0
24-Sep,3,358,Exposed_CB4856_3,Exposed,CB4856,3,E,NA,NA,1,0
25-Sep,3,358,Exposed_CB4856_3,Exposed,CB4856,4,E,NA,NA,1,0
26-Sep,3,358,Exposed_CB4856_3,Exposed,CB4856,5,E,NA,NA,1,0
27-Sep,3,358,Exposed_CB4856_3,Exposed,CB4856,6,E,NA,NA,1,0
28-Sep,3,358,Exposed_CB4856_3,Exposed,CB4856,7,E,NA,NA,1,0
29-Sep,3,358,Exposed_CB4856_3,Exposed,CB4856,8,E,NA,NA,1,0
30-Sep,3,358,Exposed_CB4856_3,Exposed,CB4856,9,E,NA,NA,1,0
1-Oct,3,358,Exposed_CB4856_3,Exposed,CB4856,10,E,NA,NA,1,0
2-Oct,3,358,Exposed_CB4856_3,Exposed,CB4856,11,E,NA,NA,1,0
22-Sep,3,358,Exposed_CB4856_3,Exposed,CB4856,1,E,NA,NA,1,0
22-Sep,2,359,Control_CB4856_2,Control,CB4856,1,E,NA,NA,0,0
24-Sep,2,359,Control_CB4856_2,Control,CB4856,3,B,NA,NA,0,0
25-Sep,1,360,Exposed_CB4856_1,Exposed,CB4856,4,E,NA,NA,0,0
24-Sep,1,360,Exposed_CB4856_1,Exposed,CB4856,3,E,NA,NA,0,0
22-Sep,1,360,Exposed_CB4856_1,Exposed,CB4856,1,A,NA,NA,0,0
23-Sep,1,360,Exposed_CB4856_1,Exposed,CB4856,2,A,NA,NA,0,0
22-Sep,3,361,Control_ERTN2_3,Control,N2,1,A,NA,NA,0,0
23-Sep,3,361,Control_ERTN2_3,Control,N2,2,E,NA,NA,0,0
22-Sep,2,362,Control_JU1762_2,Control,JU1762,1,E,NA,NA,0,0
24-Sep,2,362,Control_JU1762_2,Control,JU1762,3,B,NA,NA,0,0
22-Sep,2,363,Exposed_ERTN2_2,Exposed,N2,1,A,NA,NA,0,0
23-Sep,2,363,Exposed_ERTN2_2,Exposed,N2,2,A,NA,NA,0,0
22-Sep,1,364,Control_CB4856_1,Control,CB4856,1,E,NA,NA,0,0
24-Sep,1,364,Control_CB4856_1,Control,CB4856,3,B,NA,NA,0,0
24-Sep,1,365,Exposed_ERTN2_1,Exposed,N2,3,A,NA,NA,0,0
22-Sep,1,365,Exposed_ERTN2_1,Exposed,N2,1,A,NA,NA,0,0
23-Sep,1,365,Exposed_ERTN2_1,Exposed,N2,2,A,NA,NA,0,0
22-Sep,3,366,Control_CB4856_3,Control,CB4856,1,E,NA,NA,0,0
24-Sep,3,366,Control_CB4856_3,Control,CB4856,3,B,NA,NA,0,0
27-Sep,1,367,Exposed_JU2132_1,Exposed,JU2132,6,A,NA,NA,0,0
30-Sep,1,367,Exposed_JU2132_1,Exposed,JU2132,9,E,NA,NA,0,0
29-Sep,1,367,Exposed_JU2132_1,Exposed,JU2132,8,A,NA,NA,0,0
25-Sep,1,367,Exposed_JU2132_1,Exposed,JU2132,4,E,NA,NA,0,0
24-Sep,1,367,Exposed_JU2132_1,Exposed,JU2132,3,E,NA,NA,0,0
28-Sep,1,367,Exposed_JU2132_1,Exposed,JU2132,7,A,NA,NA,0,0
26-Sep,1,367,Exposed_JU2132_1,Exposed,JU2132,5,E,NA,NA,0,0
22-Sep,1,367,Exposed_JU2132_1,Exposed,JU2132,1,A,NA,NA,0,0
23-Sep,1,367,Exposed_JU2132_1,Exposed,JU2132,2,A,NA,NA,0,0
22-Sep,2,368,Exposed_ERTN2_2,Exposed,N2,1,A,NA,NA,0,0
23-Sep,2,368,Exposed_ERTN2_2,Exposed,N2,2,A,NA,NA,0,0
24-Sep,2,369,Control_JU2132_2,Control,JU2132,3,B,NA,NA,0,0
22-Sep,2,369,Control_JU2132_2,Control,JU2132,1,E,NA,NA,0,0
22-Sep,2,370,Exposed_JU1762_2,Exposed,JU1762,1,A,NA,NA,0,0
22-Sep,3,371,Control_ERTN2_3,Control,N2,1,E,NA,NA,0,0
24-Sep,3,371,Control_ERTN2_3,Control,N2,3,B,NA,NA,0,0
22-Sep,1,372,Control_CB4856_1,Control,CB4856,1,E,NA,NA,0,0
24-Sep,1,372,Control_CB4856_1,Control,CB4856,3,B,NA,NA,0,0
24-Sep,1,373,Exposed_JU1762_1,Exposed,JU1762,3,A,NA,NA,0,0
22-Sep,1,373,Exposed_JU1762_1,Exposed,JU1762,1,A,NA,NA,0,0
23-Sep,1,373,Exposed_JU1762_1,Exposed,JU1762,2,A,NA,NA,0,0
1-Oct,2,374,Exposed_CB4856_2,Exposed,CB4856,10,D,NA,NA,1,0
25-Sep,2,374,Exposed_CB4856_2,Exposed,CB4856,4,E,NA,NA,1,0
26-Sep,2,374,Exposed_CB4856_2,Exposed,CB4856,5,E,NA,NA,1,0
27-Sep,2,374,Exposed_CB4856_2,Exposed,CB4856,6,E,NA,NA,1,0
28-Sep,2,374,Exposed_CB4856_2,Exposed,CB4856,7,E,NA,NA,1,0
29-Sep,2,374,Exposed_CB4856_2,Exposed,CB4856,8,E,NA,NA,1,0
30-Sep,2,374,Exposed_CB4856_2,Exposed,CB4856,9,E,NA,NA,1,0
22-Sep,2,374,Exposed_CB4856_2,Exposed,CB4856,1,A,NA,NA,1,0
23-Sep,2,374,Exposed_CB4856_2,Exposed,CB4856,2,A,NA,NA,1,0
25-Sep,1,375,Exposed_CB4856_1,Exposed,CB4856,4,E,NA,NA,1,0
26-Sep,1,375,Exposed_CB4856_1,Exposed,CB4856,5,E,NA,NA,1,0
27-Sep,1,375,Exposed_CB4856_1,Exposed,CB4856,6,E,NA,NA,1,0
28-Sep,1,375,Exposed_CB4856_1,Exposed,CB4856,7,E,NA,NA,1,0
29-Sep,1,375,Exposed_CB4856_1,Exposed,CB4856,8,E,NA,NA,1,0
30-Sep,1,375,Exposed_CB4856_1,Exposed,CB4856,9,E,NA,NA,1,0
1-Oct,1,375,Exposed_CB4856_1,Exposed,CB4856,10,E,NA,NA,1,0
2-Oct,1,375,Exposed_CB4856_1,Exposed,CB4856,11,E,NA,NA,1,0
22-Sep,1,375,Exposed_CB4856_1,Exposed,CB4856,1,A,NA,NA,1,0
23-Sep,1,375,Exposed_CB4856_1,Exposed,CB4856,2,A,NA,NA,1,0
22-Sep,1,376,Control_ERTN2_1,Control,N2,1,E,NA,NA,0,0
23-Sep,1,376,Control_ERTN2_1,Control,N2,2,E,NA,NA,0,0
22-Sep,1,377,Control_JU1762_1,Control,JU1762,1,E,NA,NA,0,0
24-Sep,1,377,Control_JU1762_1,Control,JU1762,3,B,NA,NA,0,0
26-Sep,2,378,Exposed_JU2132_2,Exposed,JU2132,5,E,NA,NA,0,0
25-Sep,2,378,Exposed_JU2132_2,Exposed,JU2132,4,A,NA,NA,0,0
22-Sep,2,378,Exposed_JU2132_2,Exposed,JU2132,1,A,NA,NA,0,0
23-Sep,2,378,Exposed_JU2132_2,Exposed,JU2132,2,A,NA,NA,0,0
24-Sep,2,378,Exposed_JU2132_2,Exposed,JU2132,3,A,NA,NA,0,0
29-Sep,3,379,Control_CB4856_3,Control,CB4856,8,D,NA,NA,1,0
23-Sep,3,379,Control_CB4856_3,Control,CB4856,2,E,NA,NA,1,0
24-Sep,3,379,Control_CB4856_3,Control,CB4856,3,E,NA,NA,1,0
25-Sep,3,379,Control_CB4856_3,Control,CB4856,4,E,NA,NA,1,0
26-Sep,3,379,Control_CB4856_3,Control,CB4856,5,E,NA,NA,1,0
27-Sep,3,379,Control_CB4856_3,Control,CB4856,6,E,NA,NA,1,0
28-Sep,3,379,Control_CB4856_3,Control,CB4856,7,E,NA,NA,1,0
24-Sep,2,380,Exposed_JU1762_2,Exposed,JU1762,3,E,NA,NA,0,0
25-Sep,2,380,Exposed_JU1762_2,Exposed,JU1762,4,E,NA,NA,0,0
22-Sep,2,380,Exposed_JU1762_2,Exposed,JU1762,1,A,NA,NA,0,0
23-Sep,2,380,Exposed_JU1762_2,Exposed,JU1762,2,A,NA,NA,0,0
24-Sep,3,381,Control_JU2132_3,Control,JU2132,3,E,NA,NA,0,0
22-Sep,3,381,Control_JU2132_3,Control,JU2132,1,A,NA,NA,0,0
23-Sep,3,381,Control_JU2132_3,Control,JU2132,2,A,NA,NA,0,0
25-Sep,3,381,Control_JU2132_3,Control,JU2132,4,E,NA,NA,0,0
26-Sep,3,381,Control_JU2132_3,Control,JU2132,5,E,NA,NA,0,0
27-Sep,3,381,Control_JU2132_3,Control,JU2132,6,E,NA,NA,0,0
