Date,Replicate,PlateID,RepID,Treatment,ExposureDay,Day,Status,Babies,Male,Censored
9/3/2020,2,167,Exposed0_2,Exposed,0,3,A,NA,0,0
9/4/2020,2,167,Exposed0_2,Exposed,0,4,E,NA,0,0
9/5/2020,2,167,Exposed0_2,Exposed,0,5,D,0,0,0
9/1/2020,1,168,Exposed6_1,Exposed,6,1,A,NA,0,0
9/2/2020,1,168,Exposed6_1,Exposed,6,2,A,NA,0,0
9/3/2020,1,168,Exposed6_1,Exposed,6,3,A,NA,0,0
9/4/2020,1,168,Exposed6_1,Exposed,6,4,D,0,0,0
9/1/2020,2,169,Control0_2,Control,0,1,E,NA,0,0
9/2/2020,2,169,Control0_2,Control,0,2,Be,1,0,0
9/3/2020,2,169,Control0_2,Control,0,3,B,NA,0,0
9/1/2020,1,170,Control0_1,Control,0,1,E,NA,0,0
9/2/2020,1,170,Control0_1,Control,0,2,Be,1,0,0
9/3/2020,1,170,Control0_1,Control,0,3,B,NA,0,0
9/1/2020,3,171,Exposed0_3,Exposed,0,1,A,NA,0,0
9/2/2020,3,171,Exposed0_3,Exposed,0,2,D,0,0,0
9/3/2020,3,171,Exposed0_3,Exposed,0,3,D,NA,0,0
9/1/2020,2,172,Control0_2,Control,0,1,E,NA,0,0
9/2/2020,2,172,Control0_2,Control,0,2,Be,1,0,0
9/3/2020,2,172,Control0_2,Control,0,3,B,NA,0,0
9/1/2020,3,173,Control6_3,Control,6,1,E,NA,0,0
9/2/2020,3,173,Control6_3,Control,6,2,Be,1,0,0
9/3/2020,3,173,Control6_3,Control,6,3,B,NA,0,0
9/1/2020,2,174,Exposed0_2,Exposed,0,1,A,NA,0,0
9/2/2020,2,174,Exposed0_2,Exposed,0,2,A,NA,0,0
9/3/2020,2,174,Exposed0_2,Exposed,0,3,D,0,0,0
9/1/2020,1,175,Exposed0_1,Exposed,0,1,A,NA,0,0
9/2/2020,1,175,Exposed0_1,Exposed,0,2,A,NA,0,0
9/3/2020,1,175,Exposed0_1,Exposed,0,3,A,NA,0,0
9/4/2020,1,175,Exposed0_1,Exposed,0,4,D,0,0,0
9/1/2020,2,176,Control3_2,Control,3,1,E,NA,0,0
9/2/2020,2,176,Control3_2,Control,3,2,Be,1,0,0
9/3/2020,2,176,Control3_2,Control,3,3,B,NA,0,0
9/1/2020,3,177,Exposed3_3,Exposed,3,1,E,NA,0,0
9/2/2020,3,177,Exposed3_3,Exposed,3,2,Be,1,0,0
9/3/2020,3,177,Exposed3_3,Exposed,3,3,B,NA,0,0
9/1/2020,1,178,Exposed6_1,Exposed,6,1,A,NA,0,0
9/2/2020,1,178,Exposed6_1,Exposed,6,2,E,NA,0,0
9/3/2020,1,178,Exposed6_1,Exposed,6,3,D,0,0,0
9/4/2020,1,178,Exposed6_1,Exposed,6,4,D,NA,0,0
9/1/2020,1,179,Control6_1,Control,6,1,E,NA,0,0
9/2/2020,1,179,Control6_1,Control,6,2,Be,1,0,0
9/3/2020,1,179,Control6_1,Control,6,3,B,NA,0,0
9/1/2020,2,180,Exposed0_2,Exposed,0,1,A,NA,0,0
9/2/2020,2,180,Exposed0_2,Exposed,0,2,A,NA,0,0
9/3/2020,2,180,Exposed0_2,Exposed,0,3,D,0,0,0
9/1/2020,2,181,Exposed6_2,Exposed,6,1,E,NA,0,0
9/2/2020,2,181,Exposed6_2,Exposed,6,2,Be,1,0,0
9/3/2020,2,181,Exposed6_2,Exposed,6,3,B,NA,0,0
9/1/2020,2,182,Control0_2,Control,0,1,E,NA,0,0
9/2/2020,2,182,Control0_2,Control,0,2,Be,1,0,0
9/3/2020,2,182,Control0_2,Control,0,3,B,NA,0,0
9/1/2020,3,183,Control3_3,Control,3,1,E,NA,0,0
9/2/2020,3,183,Control3_3,Control,3,2,Be,1,0,0
9/3/2020,3,183,Control3_3,Control,3,3,B,NA,0,0
9/1/2020,1,184,Exposed3_1,Exposed,3,1,A,NA,0,0
9/2/2020,1,184,Exposed3_1,Exposed,3,2,A,NA,0,0
9/3/2020,1,184,Exposed3_1,Exposed,3,3,A,NA,0,0
9/4/2020,1,184,Exposed3_1,Exposed,3,4,D,0,0,0
9/1/2020,1,185,Control6_1,Control,6,1,E,NA,0,0
9/2/2020,1,185,Control6_1,Control,6,2,Be,1,0,0
9/3/2020,1,185,Control6_1,Control,6,3,B,NA,0,0
9/1/2020,3,186,Control3_3,Control,3,1,E,NA,0,0
9/2/2020,3,186,Control3_3,Control,3,2,Be,1,0,0
9/3/2020,3,186,Control3_3,Control,3,3,B,NA,0,0
9/1/2020,1,187,Exposed3_1,Exposed,3,1,A,NA,0,0
9/2/2020,1,187,Exposed3_1,Exposed,3,2,A,NA,0,0
9/3/2020,1,187,Exposed3_1,Exposed,3,3,D,0,0,0
9/1/2020,2,188,Control0_2,Control,0,1,E,NA,0,0
9/2/2020,2,188,Control0_2,Control,0,2,Be,1,0,0
9/3/2020,2,188,Control0_2,Control,0,3,B,NA,0,0
9/1/2020,1,189,Exposed0_1,Exposed,0,1,A,NA,0,0
9/2/2020,1,189,Exposed0_1,Exposed,0,2,A,NA,0,0
9/3/2020,1,189,Exposed0_1,Exposed,0,3,A,NA,0,0
9/4/2020,1,189,Exposed0_1,Exposed,0,4,D,0,0,0
9/1/2020,1,190,Control6_1,Control,6,1,E,NA,0,0
9/2/2020,1,190,Control6_1,Control,6,2,Be,1,0,0
9/3/2020,1,190,Control6_1,Control,6,3,B,NA,0,0
9/1/2020,3,191,Control0_3,Control,0,1,E,NA,0,0
9/2/2020,3,191,Control0_3,Control,0,2,Be,1,0,0
9/3/2020,3,191,Control0_3,Control,0,3,B,NA,0,0
9/1/2020,3,192,Exposed0_3,Exposed,0,1,A,NA,0,0
9/2/2020,3,192,Exposed0_3,Exposed,0,2,A,NA,0,0
9/3/2020,3,192,Exposed0_3,Exposed,0,3,A,NA,0,0
9/4/2020,3,192,Exposed0_3,Exposed,0,4,D,0,0,0
9/1/2020,3,193,Exposed3_3,Exposed,3,1,A,NA,0,0
9/2/2020,3,193,Exposed3_3,Exposed,3,2,A,NA,0,0
9/3/2020,3,193,Exposed3_3,Exposed,3,3,A,NA,0,0
9/4/2020,3,193,Exposed3_3,Exposed,3,4,D,0,0,0
9/1/2020,2,194,Control3_2,Control,3,1,E,NA,0,0
9/2/2020,2,194,Control3_2,Control,3,2,Be,1,0,0
9/3/2020,2,194,Control3_2,Control,3,3,B,NA,0,0
9/1/2020,3,195,Control6_3,Control,6,1,E,NA,0,0
9/2/2020,3,195,Control6_3,Control,6,2,Be,1,0,0
9/3/2020,3,195,Control6_3,Control,6,3,B,NA,0,0
9/1/2020,1,196,Control3_1,Control,3,1,E,NA,0,0
9/2/2020,1,196,Control3_1,Control,3,2,Be,1,0,0
9/3/2020,1,196,Control3_1,Control,3,3,B,NA,0,0
9/1/2020,2,197,Control6_2,Control,6,1,E,NA,0,0
9/2/2020,2,197,Control6_2,Control,6,2,Be,1,0,0
9/3/2020,2,197,Control6_2,Control,6,3,B,NA,0,0
9/1/2020,1,198,Control3_1,Control,3,1,E,NA,0,0
9/2/2020,1,198,Control3_1,Control,3,2,Be,1,0,0
9/3/2020,1,198,Control3_1,Control,3,3,B,NA,0,0
9/1/2020,1,199,Exposed6_1,Exposed,6,1,E,NA,0,0
9/2/2020,1,199,Exposed6_1,Exposed,6,2,Be,1,0,0
9/3/2020,1,199,Exposed6_1,Exposed,6,3,B,NA,0,0
9/1/2020,3,200,Control6_3,Control,6,1,E,NA,0,0
9/2/2020,3,200,Control6_3,Control,6,2,Be,1,0,0
9/3/2020,3,200,Control6_3,Control,6,3,B,NA,0,0
9/1/2020,3,201,Exposed0_3,Exposed,0,1,A,NA,0,0
9/2/2020,3,201,Exposed0_3,Exposed,0,2,A,NA,0,0
9/3/2020,3,201,Exposed0_3,Exposed,0,3,A,NA,0,0
9/4/2020,3,201,Exposed0_3,Exposed,0,4,A,NA,0,0
9/5/2020,3,201,Exposed0_3,Exposed,0,5,A,NA,0,0
9/6/2020,3,201,Exposed0_3,Exposed,0,6,D,0,0,0
9/1/2020,2,202,Exposed6_2,Exposed,6,1,A,NA,0,0
9/2/2020,2,202,Exposed6_2,Exposed,6,2,A,NA,0,0
9/3/2020,2,202,Exposed6_2,Exposed,6,3,A,NA,0,0
9/4/2020,2,202,Exposed6_2,Exposed,6,4,E,NA,0,0
9/5/2020,2,202,Exposed6_2,Exposed,6,5,A,NA,0,0
9/6/2020,2,202,Exposed6_2,Exposed,6,6,D,0,0,0
9/1/2020,3,203,Control6_3,Control,6,1,E,NA,0,0
9/2/2020,3,203,Control6_3,Control,6,2,Be,1,0,0
9/3/2020,3,203,Control6_3,Control,6,3,B,NA,0,0
9/1/2020,3,204,Control6_3,Control,6,1,E,NA,0,0
9/2/2020,3,204,Control6_3,Control,6,2,Be,1,0,0
9/3/2020,3,204,Control6_3,Control,6,3,B,NA,0,0
9/1/2020,2,205,Exposed0_2,Exposed,0,1,A,NA,0,0
9/2/2020,2,205,Exposed0_2,Exposed,0,2,E,NA,0,0
9/3/2020,2,205,Exposed0_2,Exposed,0,3,E,NA,0,0
9/4/2020,2,205,Exposed0_2,Exposed,0,4,E,NA,0,0
9/5/2020,2,205,Exposed0_2,Exposed,0,5,D,0,0,0
9/1/2020,3,206,Exposed3_3,Exposed,3,1,A,NA,0,0
9/2/2020,3,206,Exposed3_3,Exposed,3,2,A,NA,0,0
9/3/2020,3,206,Exposed3_3,Exposed,3,3,D,0,0,0
9/1/2020,1,207,Control3_1,Control,3,1,E,NA,0,0
9/2/2020,1,207,Control3_1,Control,3,2,E,NA,0,0
9/3/2020,1,207,Control3_1,Control,3,3,B,1,0,0
9/1/2020,3,208,Control6_3,Control,6,1,E,NA,0,0
9/2/2020,3,208,Control6_3,Control,6,2,E,NA,0,0
9/3/2020,3,208,Control6_3,Control,6,3,B,1,0,0
9/1/2020,2,209,Exposed3_2,Exposed,3,1,A,NA,0,0
9/2/2020,2,209,Exposed3_2,Exposed,3,2,D,0,0,0
9/3/2020,2,209,Exposed3_2,Exposed,3,3,D,NA,0,0
9/1/2020,1,210,Control0_1,Control,0,1,E,NA,0,0
9/2/2020,1,210,Control0_1,Control,0,2,Be,1,0,0
9/3/2020,1,210,Control0_1,Control,0,3,B,NA,0,0
9/1/2020,1,211,Control3_1,Control,3,1,E,NA,0,0
9/2/2020,1,211,Control3_1,Control,3,2,Be,1,0,0
9/3/2020,1,211,Control3_1,Control,3,3,B,NA,0,0
9/1/2020,1,212,Control0_1,Control,0,1,E,NA,0,0
9/2/2020,1,212,Control0_1,Control,0,2,Be,1,0,0
9/3/2020,1,212,Control0_1,Control,0,3,B,NA,0,0
9/1/2020,2,213,Control6_2,Control,6,1,A,NA,0,0
9/2/2020,2,213,Control6_2,Control,6,2,Be,1,0,0
9/3/2020,2,213,Control6_2,Control,6,3,B,NA,0,0
9/1/2020,1,214,Control3_1,Control,3,1,E,NA,0,0
9/2/2020,1,214,Control3_1,Control,3,2,Be,1,0,0
9/3/2020,1,214,Control3_1,Control,3,3,B,NA,0,0
9/1/2020,2,215,Exposed0_2,Exposed,0,1,A,NA,0,0
9/2/2020,2,215,Exposed0_2,Exposed,0,2,A,NA,0,0
9/3/2020,2,215,Exposed0_2,Exposed,0,3,D,0,0,0
9/1/2020,2,216,Exposed6_2,Exposed,6,1,E,NA,0,0
9/2/2020,2,216,Exposed6_2,Exposed,6,2,Be,1,0,0
9/3/2020,2,216,Exposed6_2,Exposed,6,3,B,NA,0,0
9/1/2020,3,217,Exposed3_3,Exposed,3,1,A,NA,0,0
9/2/2020,3,217,Exposed3_3,Exposed,3,2,E,NA,0,0
9/3/2020,3,217,Exposed3_3,Exposed,3,3,E,NA,0,0
9/4/2020,3,217,Exposed3_3,Exposed,3,4,E,NA,0,0
9/5/2020,3,217,Exposed3_3,Exposed,3,5,D,0,0,0
9/1/2020,2,218,Control6_2,Control,6,1,E,NA,0,0
9/2/2020,2,218,Control6_2,Control,6,2,Be,1,0,0
9/3/2020,2,218,Control6_2,Control,6,3,B,NA,0,0
9/1/2020,3,219,Exposed3_3,Exposed,3,1,A,NA,0,0
9/2/2020,3,219,Exposed3_3,Exposed,3,2,A,NA,0,0
9/3/2020,3,219,Exposed3_3,Exposed,3,3,D,0,0,0
9/1/2020,2,220,Exposed6_2,Exposed,6,1,A,NA,0,0
9/2/2020,2,220,Exposed6_2,Exposed,6,2,A,NA,0,0
9/3/2020,2,220,Exposed6_2,Exposed,6,3,A,NA,0,0
9/4/2020,2,220,Exposed6_2,Exposed,6,4,D,0,0,0
9/1/2020,3,221,Control6_3,Control,6,1,E,NA,0,0
9/2/2020,3,221,Control6_3,Control,6,2,Be,1,0,0
9/3/2020,3,221,Control6_3,Control,6,3,B,NA,0,0
9/1/2020,3,222,Exposed6_3,Exposed,6,1,A,NA,0,0
9/2/2020,3,222,Exposed6_3,Exposed,6,2,A,NA,0,0
9/3/2020,3,222,Exposed6_3,Exposed,6,3,A,NA,0,0
9/4/2020,3,222,Exposed6_3,Exposed,6,4,A,NA,0,0
9/5/2020,3,222,Exposed6_3,Exposed,6,5,D,0,0,0
9/1/2020,1,223,Control3_1,Control,3,1,E,NA,0,0
9/2/2020,1,223,Control3_1,Control,3,2,Be,1,0,0
9/3/2020,1,223,Control3_1,Control,3,3,B,NA,0,0
9/1/2020,2,224,Exposed3_2,Exposed,3,1,A,NA,0,0
9/2/2020,2,224,Exposed3_2,Exposed,3,2,A,NA,0,0
9/3/2020,2,224,Exposed3_2,Exposed,3,3,A,NA,0,0
9/4/2020,2,224,Exposed3_2,Exposed,3,4,D,0,0,0
9/1/2020,1,225,Exposed3_1,Exposed,3,1,A,NA,0,0
9/2/2020,1,225,Exposed3_1,Exposed,3,2,E,NA,0,0
9/3/2020,1,225,Exposed3_1,Exposed,3,3,E,NA,0,0
9/4/2020,1,225,Exposed3_1,Exposed,3,4,Be,1,0,0
9/5/2020,1,225,Exposed3_1,Exposed,3,5,Be,NA,0,0
9/6/2020,1,225,Exposed3_1,Exposed,3,6,B,NA,0,0
9/7/2020,1,225,Exposed3_1,Exposed,3,7,B,NA,0,0
9/8/2020,1,225,Exposed3_1,Exposed,3,8,B,NA,0,0
9/1/2020,3,226,Exposed6_3,Exposed,6,1,A,NA,0,0
9/2/2020,3,226,Exposed6_3,Exposed,6,2,A,NA,0,0
9/3/2020,3,226,Exposed6_3,Exposed,6,3,A,NA,0,0
9/4/2020,3,226,Exposed6_3,Exposed,6,4,A,NA,0,0
9/5/2020,3,226,Exposed6_3,Exposed,6,5,D,0,0,0
9/1/2020,2,227,Exposed3_2,Exposed,3,1,A,NA,0,0
9/2/2020,2,227,Exposed3_2,Exposed,3,2,A,NA,0,0
9/3/2020,2,227,Exposed3_2,Exposed,3,3,A,NA,0,0
9/4/2020,2,227,Exposed3_2,Exposed,3,4,D,0,0,0
9/1/2020,3,228,Exposed3_3,Exposed,3,1,E,NA,0,0
9/2/2020,3,228,Exposed3_3,Exposed,3,2,Be,1,0,0
9/3/2020,3,228,Exposed3_3,Exposed,3,3,B,NA,0,0
9/1/2020,1,229,Exposed3_1,Exposed,3,1,A,NA,0,0
9/2/2020,1,229,Exposed3_1,Exposed,3,2,A,NA,0,0
9/3/2020,1,229,Exposed3_1,Exposed,3,3,D,0,0,0
9/1/2020,1,230,Control0_1,Control,0,1,E,NA,0,0
9/2/2020,1,230,Control0_1,Control,0,2,Be,1,0,0
9/3/2020,1,230,Control0_1,Control,0,3,B,NA,0,0
9/1/2020,3,231,Exposed0_3,Exposed,0,1,A,NA,0,0
9/2/2020,3,231,Exposed0_3,Exposed,0,2,A,NA,0,0
9/3/2020,3,231,Exposed0_3,Exposed,0,3,A,NA,0,0
9/4/2020,3,231,Exposed0_3,Exposed,0,4,A,NA,0,0
9/5/2020,3,231,Exposed0_3,Exposed,0,5,D,0,0,0
9/1/2020,3,232,Exposed6_3,Exposed,6,1,A,NA,0,0
9/2/2020,3,232,Exposed6_3,Exposed,6,2,A,NA,0,0
9/3/2020,3,232,Exposed6_3,Exposed,6,3,A,NA,0,0
9/4/2020,3,232,Exposed6_3,Exposed,6,4,D,0,0,0
9/1/2020,2,233,Control3_2,Control,3,1,E,NA,0,0
9/2/2020,2,233,Control3_2,Control,3,2,Be,1,0,0
9/3/2020,2,233,Control3_2,Control,3,3,B,NA,0,0
9/1/2020,2,234,Control6_2,Control,6,1,E,NA,0,0
9/2/2020,2,234,Control6_2,Control,6,2,Be,1,0,0
9/3/2020,2,234,Control6_2,Control,6,3,B,NA,0,0
9/1/2020,1,235,Control6_1,Control,6,1,E,NA,0,0
9/2/2020,1,235,Control6_1,Control,6,2,Be,1,0,0
9/3/2020,1,235,Control6_1,Control,6,3,B,NA,0,0
9/1/2020,2,236,Exposed3_2,Exposed,3,1,A,NA,0,0
9/2/2020,2,236,Exposed3_2,Exposed,3,2,A,NA,0,0
9/3/2020,2,236,Exposed3_2,Exposed,3,3,A,NA,0,0
9/4/2020,2,236,Exposed3_2,Exposed,3,4,A,NA,0,0
9/5/2020,2,236,Exposed3_2,Exposed,3,5,D,0,0,0
9/1/2020,3,237,Exposed0_3,Exposed,0,1,D,0,0,0
9/2/2020,3,237,Exposed0_3,Exposed,0,2,D,NA,0,0
9/3/2020,3,237,Exposed0_3,Exposed,0,3,D,NA,0,0
9/1/2020,2,238,Exposed6_2,Exposed,6,1,E,NA,0,0
9/2/2020,2,238,Exposed6_2,Exposed,6,2,Be,1,0,0
9/3/2020,2,238,Exposed6_2,Exposed,6,3,B,NA,0,0
9/1/2020,1,239,Exposed3_1,Exposed,3,1,E,NA,0,0
9/2/2020,1,239,Exposed3_1,Exposed,3,2,E,NA,0,0
9/3/2020,1,239,Exposed3_1,Exposed,3,3,E,NA,0,0
9/4/2020,1,239,Exposed3_1,Exposed,3,4,D,0,0,0
9/1/2020,2,240,Exposed3_2,Exposed,3,1,A,NA,0,0
9/2/2020,2,240,Exposed3_2,Exposed,3,2,A,NA,0,0
9/3/2020,2,240,Exposed3_2,Exposed,3,3,A,NA,0,0
9/4/2020,2,240,Exposed3_2,Exposed,3,4,D,0,0,0
9/1/2020,2,241,Control6_2,Control,6,1,E,NA,0,0
9/2/2020,2,241,Control6_2,Control,6,2,Be,1,0,0
9/3/2020,2,241,Control6_2,Control,6,3,B,NA,0,0
9/1/2020,1,242,Control3_1,Control,3,1,E,NA,0,0
9/2/2020,1,242,Control3_1,Control,3,2,Be,1,0,0
9/3/2020,1,242,Control3_1,Control,3,3,B,NA,0,0
9/1/2020,2,243,Exposed0_2,Exposed,0,1,A,NA,0,0
9/2/2020,2,243,Exposed0_2,Exposed,0,2,A,NA,0,0
9/3/2020,2,243,Exposed0_2,Exposed,0,3,A,NA,0,0
9/4/2020,2,243,Exposed0_2,Exposed,0,4,D,0,0,0
9/1/2020,2,244,Exposed6_2,Exposed,6,1,A,NA,0,0
9/2/2020,2,244,Exposed6_2,Exposed,6,2,A,NA,0,0
9/3/2020,2,244,Exposed6_2,Exposed,6,3,A,NA,0,0
9/4/2020,2,244,Exposed6_2,Exposed,6,4,A,NA,0,0
9/5/2020,2,244,Exposed6_2,Exposed,6,5,D,0,0,0
9/1/2020,2,245,Exposed6_2,Exposed,6,1,A,NA,0,0
9/2/2020,2,245,Exposed6_2,Exposed,6,2,D,0,0,0
9/3/2020,2,245,Exposed6_2,Exposed,6,3,D,NA,0,0
9/1/2020,3,246,Control0_3,Control,0,1,E,NA,0,0
9/2/2020,3,246,Control0_3,Control,0,2,Be,1,0,0
9/3/2020,3,246,Control0_3,Control,0,3,B,NA,0,0
9/1/2020,2,247,Exposed0_2,Exposed,0,1,A,NA,0,0
9/2/2020,2,247,Exposed0_2,Exposed,0,2,A,NA,0,0
9/3/2020,2,247,Exposed0_2,Exposed,0,3,A,NA,0,0
9/4/2020,2,247,Exposed0_2,Exposed,0,4,D,0,0,0
9/1/2020,2,248,Exposed3_2,Exposed,3,1,A,NA,0,0
9/2/2020,2,248,Exposed3_2,Exposed,3,2,A,NA,0,0
9/3/2020,2,248,Exposed3_2,Exposed,3,3,A,NA,0,0
9/4/2020,2,248,Exposed3_2,Exposed,3,4,D,0,0,0
9/1/2020,3,249,Control6_3,Control,6,1,E,NA,0,0
9/2/2020,3,249,Control6_3,Control,6,2,Be,1,0,0
9/3/2020,3,249,Control6_3,Control,6,3,B,NA,0,0
9/1/2020,3,250,Control0_3,Control,0,1,E,NA,0,0
9/2/2020,3,250,Control0_3,Control,0,2,Be,1,0,0
9/3/2020,3,250,Control0_3,Control,0,3,B,NA,0,0
9/1/2020,2,251,Exposed6_2,Exposed,6,1,A,NA,0,0
9/2/2020,2,251,Exposed6_2,Exposed,6,2,E,NA,0,0
9/3/2020,2,251,Exposed6_2,Exposed,6,3,E,NA,0,0
9/4/2020,2,251,Exposed6_2,Exposed,6,4,D,0,0,0
9/1/2020,1,252,Exposed6_1,Exposed,6,1,A,NA,0,0
9/2/2020,1,252,Exposed6_1,Exposed,6,2,A,NA,0,0
9/3/2020,1,252,Exposed6_1,Exposed,6,3,A,NA,0,0
9/4/2020,1,252,Exposed6_1,Exposed,6,4,A,NA,0,0
9/5/2020,1,252,Exposed6_1,Exposed,6,5,A,NA,0,0
9/6/2020,1,252,Exposed6_1,Exposed,6,6,E,NA,0,0
9/7/2020,1,252,Exposed6_1,Exposed,6,7,D,0,0,0
9/1/2020,1,253,Exposed0_1,Exposed,0,1,A,NA,0,0
9/2/2020,1,253,Exposed0_1,Exposed,0,2,A,NA,0,0
9/3/2020,1,253,Exposed0_1,Exposed,0,3,A,NA,0,0
9/4/2020,1,253,Exposed0_1,Exposed,0,4,D,0,0,0
9/1/2020,3,254,Exposed6_3,Exposed,6,1,E,NA,0,0
9/2/2020,3,254,Exposed6_3,Exposed,6,2,Be,1,0,0
9/3/2020,3,254,Exposed6_3,Exposed,6,3,B,NA,0,0
9/1/2020,1,255,Exposed0_1,Exposed,0,1,A,NA,0,0
9/2/2020,1,255,Exposed0_1,Exposed,0,2,A,NA,0,0
9/3/2020,1,255,Exposed0_1,Exposed,0,3,D,0,0,0
9/1/2020,1,256,Exposed6_1,Exposed,6,1,A,NA,0,0
9/2/2020,1,256,Exposed6_1,Exposed,6,2,A,NA,0,0
9/3/2020,1,256,Exposed6_1,Exposed,6,3,E,NA,0,0
9/4/2020,1,256,Exposed6_1,Exposed,6,4,D,0,0,0
9/1/2020,2,257,Control6_2,Control,6,1,E,NA,0,0
9/2/2020,2,257,Control6_2,Control,6,2,Be,1,0,0
9/3/2020,2,257,Control6_2,Control,6,3,B,NA,0,0
9/1/2020,3,258,Control3_3,Control,3,1,E,NA,0,0
9/2/2020,3,258,Control3_3,Control,3,2,Be,1,0,0
9/3/2020,3,258,Control3_3,Control,3,3,B,NA,0,0
9/1/2020,3,259,Exposed0_3,Exposed,0,1,A,NA,0,0
9/2/2020,3,259,Exposed0_3,Exposed,0,2,A,NA,0,0
9/3/2020,3,259,Exposed0_3,Exposed,0,3,Be,1,0,0
9/4/2020,3,259,Exposed0_3,Exposed,0,4,B,NA,0,0
9/1/2020,3,260,Control3_3,Control,3,1,E,NA,0,0
9/2/2020,3,260,Control3_3,Control,3,2,Be,1,0,0
9/3/2020,3,260,Control3_3,Control,3,3,B,NA,0,0
9/1/2020,1,261,Control6_1,Control,6,1,E,NA,0,0
9/2/2020,1,261,Control6_1,Control,6,2,Be,1,0,0
9/3/2020,1,261,Control6_1,Control,6,3,B,NA,0,0
9/1/2020,2,262,Exposed0_2,Exposed,0,1,A,NA,0,0
9/2/2020,2,262,Exposed0_2,Exposed,0,2,A,NA,0,0
9/3/2020,2,262,Exposed0_2,Exposed,0,3,A,NA,0,0
9/4/2020,2,262,Exposed0_2,Exposed,0,4,D,0,0,0
9/1/2020,1,263,Exposed3_1,Exposed,3,1,E,NA,0,0
9/2/2020,1,263,Exposed3_1,Exposed,3,2,Be,1,0,0
9/3/2020,1,263,Exposed3_1,Exposed,3,3,B,NA,0,0
9/1/2020,1,264,Exposed6_1,Exposed,6,1,A,NA,0,0
9/2/2020,1,264,Exposed6_1,Exposed,6,2,E,NA,0,0
9/3/2020,1,264,Exposed6_1,Exposed,6,3,A,NA,0,0
9/4/2020,1,264,Exposed6_1,Exposed,6,4,D,0,0,0
9/1/2020,1,265,Control6_1,Control,6,1,E,NA,1,0
9/2/2020,1,265,Control6_1,Control,6,2,E,NA,1,0
9/3/2020,1,265,Control6_1,Control,6,3,E,NA,1,0
9/4/2020,1,265,Control6_1,Control,6,4,E,NA,1,0
9/5/2020,1,265,Control6_1,Control,6,5,E,NA,1,0
9/6/2020,1,265,Control6_1,Control,6,6,E,NA,1,0
9/7/2020,1,265,Control6_1,Control,6,7,E,NA,1,0
9/8/2020,1,265,Control6_1,Control,6,8,E,NA,1,0
9/9/2020,1,265,Control6_1,Control,6,9,E,NA,1,0
9/10/2020,1,265,Control6_1,Control,6,10,E,NA,1,0
9/1/2020,1,266,Control6_1,Control,6,1,E,NA,0,0
9/2/2020,1,266,Control6_1,Control,6,2,Be,1,0,0
9/3/2020,1,266,Control6_1,Control,6,3,B,NA,0,0
9/1/2020,2,267,Control6_2,Control,6,1,E,NA,0,0
9/2/2020,2,267,Control6_2,Control,6,2,Be,1,0,0
9/3/2020,2,267,Control6_2,Control,6,3,B,NA,0,0
9/1/2020,1,268,Control3_1,Control,3,1,E,NA,0,0
9/2/2020,1,268,Control3_1,Control,3,2,Be,1,0,0
9/3/2020,1,268,Control3_1,Control,3,3,B,NA,0,0
9/1/2020,3,269,Control0_3,Control,0,1,E,NA,0,0
9/2/2020,3,269,Control0_3,Control,0,2,Be,1,0,0
9/3/2020,3,269,Control0_3,Control,0,3,B,NA,0,0
9/1/2020,2,270,Control0_2,Control,0,1,E,NA,0,0
9/2/2020,2,270,Control0_2,Control,0,2,Be,1,0,0
9/3/2020,2,270,Control0_2,Control,0,3,B,NA,0,0
9/1/2020,2,271,Control0_2,Control,0,1,A,NA,0,0
9/2/2020,2,271,Control0_2,Control,0,2,E,NA,0,0
9/3/2020,2,271,Control0_2,Control,0,3,B,1,0,0
9/1/2020,1,272,Control6_1,Control,6,1,E,NA,0,0
9/2/2020,1,272,Control6_1,Control,6,2,Be,1,0,0
9/3/2020,1,272,Control6_1,Control,6,3,B,NA,0,0
9/1/2020,1,273,Control0_1,Control,0,1,E,NA,0,0
9/2/2020,1,273,Control0_1,Control,0,2,Be,1,0,0
9/3/2020,1,273,Control0_1,Control,0,3,B,NA,0,0
9/1/2020,1,274,Exposed0_1,Exposed,0,1,A,NA,0,0
9/2/2020,1,274,Exposed0_1,Exposed,0,2,A,0,0,0
9/3/2020,1,274,Exposed0_1,Exposed,0,3,A,NA,0,0
9/4/2020,1,274,Exposed0_1,Exposed,0,4,D,NA,0,0
9/1/2020,2,275,Control3_2,Control,3,1,E,NA,0,0
9/2/2020,2,275,Control3_2,Control,3,2,Be,1,0,0
9/3/2020,2,275,Control3_2,Control,3,3,B,NA,0,0
9/1/2020,3,276,Exposed6_3,Exposed,6,1,E,NA,0,0
9/2/2020,3,276,Exposed6_3,Exposed,6,2,E,NA,0,0
9/3/2020,3,276,Exposed6_3,Exposed,6,3,E,NA,0,0
9/4/2020,3,276,Exposed6_3,Exposed,6,4,D,0,0,0
9/1/2020,2,277,Exposed3_2,Exposed,3,1,A,NA,0,0
9/2/2020,2,277,Exposed3_2,Exposed,3,2,A,NA,0,0
9/3/2020,2,277,Exposed3_2,Exposed,3,3,D,0,0,0
9/1/2020,1,278,Exposed6_1,Exposed,6,1,A,NA,0,0
9/2/2020,1,278,Exposed6_1,Exposed,6,2,A,NA,0,0
9/3/2020,1,278,Exposed6_1,Exposed,6,3,D,0,0,0
